DATA;CO_ID;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;PR_ID;PR_CAT;PR_NOME
17/05/2011;104372;110;F;SEPARADO;0;C;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
18/05/2011;104559;110;F;SEPARADO;0;C;800252;ALIMENTOS;QUEIJO DE CABRA
18/05/2011;104559;110;F;SEPARADO;0;C;600418;HIGIENE;SABONETE
18/05/2011;104559;110;F;SEPARADO;0;C;800211;ALIMENTOS;BATATA
18/05/2011;104559;110;F;SEPARADO;0;C;800250;ALIMENTOS;PRESUNTO COZIDO
18/05/2011;104559;110;F;SEPARADO;0;C;800240;ALIMENTOS;MAMAO PAPAYA
18/05/2011;104559;110;F;SEPARADO;0;C;800227;ALIMENTOS;FILE DE PEIXE
18/05/2011;104559;110;F;SEPARADO;0;C;500512;LIMPEZA;LUSTRA MOVEIS
18/05/2011;104559;110;F;SEPARADO;0;C;700304;BEBIDAS;REFRIGERANTE LIMaO
18/05/2011;104559;110;F;SEPARADO;0;C;800206;ALIMENTOS;ARROZ INTEGRAL
18/05/2011;104559;110;F;SEPARADO;0;C;700300;BEBIDAS;ENERGETICO
18/05/2011;104559;110;F;SEPARADO;0;C;700303;BEBIDAS;REFRIGERANTE LARANJA
18/05/2011;104559;110;F;SEPARADO;0;C;700301;BEBIDAS;REFRIGERANTE COLA
18/05/2011;104559;110;F;SEPARADO;0;C;800242;ALIMENTOS;MANGA
19/05/2011;104746;110;F;SEPARADO;0;C;500516;LIMPEZA;RODO
19/05/2011;104746;110;F;SEPARADO;0;C;500516;LIMPEZA;RODO
19/05/2011;104746;110;F;SEPARADO;0;C;500517;LIMPEZA;SABAO
19/05/2011;104746;110;F;SEPARADO;0;C;800249;ALIMENTOS;PATE
19/05/2011;104746;110;F;SEPARADO;0;C;800254;ALIMENTOS;REQUEIJAO
19/05/2011;104746;110;F;SEPARADO;0;C;800254;ALIMENTOS;REQUEIJAO
19/05/2011;104746;110;F;SEPARADO;0;C;800261;ALIMENTOS;UVA
19/05/2011;104746;110;F;SEPARADO;0;C;800205;ALIMENTOS;ARROZ
19/05/2011;104746;110;F;SEPARADO;0;C;700305;BEBIDAS;REFRIGERANTE OUTROS
19/05/2011;104746;110;F;SEPARADO;0;C;800230;ALIMENTOS;IOGURTE
19/05/2011;104746;110;F;SEPARADO;0;C;500506;LIMPEZA;DESINFETANTE
20/05/2011;104933;110;F;SEPARADO;0;C;700302;BEBIDAS;REFRIGERANTE GUARANA
20/05/2011;104933;110;F;SEPARADO;0;C;600414;HIGIENE;PASTA DE DENTE
20/05/2011;104933;110;F;SEPARADO;0;C;500516;LIMPEZA;RODO
20/05/2011;104933;110;F;SEPARADO;0;C;500521;LIMPEZA;VASSOURA
20/05/2011;104933;110;F;SEPARADO;0;C;800227;ALIMENTOS;FILE DE PEIXE
20/05/2011;104933;110;F;SEPARADO;0;C;600419;HIGIENE;SHAMPOO
21/05/2011;105120;111;F;DIVORCIADO;4;C;800235;ALIMENTOS;LEITE CONDENSADO
21/05/2011;105120;111;F;DIVORCIADO;4;C;800258;ALIMENTOS;SARDINHA
21/05/2011;105120;111;F;DIVORCIADO;4;C;700303;BEBIDAS;REFRIGERANTE LARANJA
21/05/2011;105120;111;F;DIVORCIADO;4;C;800253;ALIMENTOS;QUEIJO MUSSARELA
21/05/2011;105120;111;F;DIVORCIADO;4;C;600418;HIGIENE;SABONETE
21/05/2011;105120;111;F;DIVORCIADO;4;C;500512;LIMPEZA;LUSTRA MOVEIS
21/05/2011;105120;111;F;DIVORCIADO;4;C;800216;ALIMENTOS;CAFE
21/05/2011;105120;111;F;DIVORCIADO;4;C;700301;BEBIDAS;REFRIGERANTE COLA
21/05/2011;105120;111;F;DIVORCIADO;4;C;600421;HIGIENE;TINTURAS
21/05/2011;105120;111;F;DIVORCIADO;4;C;400600;PET;ALIMENTO PARA PASSARO
21/05/2011;105120;111;F;DIVORCIADO;4;C;500513;LIMPEZA;ODORIZADOR
21/05/2011;105120;111;F;DIVORCIADO;4;C;800251;ALIMENTOS;PRESUNTO COZIDO
21/05/2011;105120;111;F;DIVORCIADO;4;C;800237;ALIMENTOS;LINGUICA
21/05/2011;105120;111;F;DIVORCIADO;4;C;800219;ALIMENTOS;CHA
21/05/2011;105120;111;F;DIVORCIADO;4;C;800241;ALIMENTOS;MAMAO
22/05/2011;105307;111;F;DIVORCIADO;4;C;800232;ALIMENTOS;LATA DE ERVILHA
22/05/2011;105307;111;F;DIVORCIADO;4;C;500510;LIMPEZA;LIMPADOR MULTIUSO
22/05/2011;105307;111;F;DIVORCIADO;4;C;800235;ALIMENTOS;LEITE CONDENSADO
22/05/2011;105307;111;F;DIVORCIADO;4;C;800229;ALIMENTOS;HAMBUGUER
22/05/2011;105307;111;F;DIVORCIADO;4;C;800231;ALIMENTOS;KETCHUP
22/05/2011;105307;111;F;DIVORCIADO;4;C;800236;ALIMENTOS;LIMAO
22/05/2011;105307;111;F;DIVORCIADO;4;C;500517;LIMPEZA;SABAO
22/05/2011;105307;111;F;DIVORCIADO;4;C;800219;ALIMENTOS;CHA
22/05/2011;105307;111;F;DIVORCIADO;4;C;800229;ALIMENTOS;HAMBUGUER
22/05/2011;105307;111;F;DIVORCIADO;4;C;500518;LIMPEZA;SABAO EM PO
22/05/2011;105307;111;F;DIVORCIADO;4;C;600403;HIGIENE;ENXAGUANTE BUCAL
22/05/2011;105307;111;F;DIVORCIADO;4;C;500521;LIMPEZA;VASSOURA
22/05/2011;105307;111;F;DIVORCIADO;4;C;700305;BEBIDAS;REFRIGERANTE OUTROS
23/05/2011;105494;111;F;DIVORCIADO;4;C;600408;HIGIENE;GEL
23/05/2011;105494;111;F;DIVORCIADO;4;C;800241;ALIMENTOS;MAMAO
23/05/2011;105494;111;F;DIVORCIADO;4;C;900100;ACESSORIOS;CHUPETA
23/05/2011;105494;111;F;DIVORCIADO;4;C;500516;LIMPEZA;RODO
23/05/2011;105494;111;F;DIVORCIADO;4;C;600402;HIGIENE;CREME
23/05/2011;105494;111;F;DIVORCIADO;4;C;800243;ALIMENTOS;MOLHO BARBECUE
23/05/2011;105494;111;F;DIVORCIADO;4;C;800218;ALIMENTOS;CENOURA
23/05/2011;105494;111;F;DIVORCIADO;4;C;600412;HIGIENE;MODELADOR
23/05/2011;105494;111;F;DIVORCIADO;4;C;600409;HIGIENE;HASTES FLEXIVEIS
23/05/2011;105494;111;F;DIVORCIADO;4;C;800252;ALIMENTOS;QUEIJO DE CABRA
23/05/2011;105494;111;F;DIVORCIADO;4;C;700305;BEBIDAS;REFRIGERANTE OUTROS
24/05/2011;105681;111;F;DIVORCIADO;4;C;800246;ALIMENTOS;PALMITO
24/05/2011;105681;111;F;DIVORCIADO;4;C;900101;ACESSORIOS;MORDEDOR
24/05/2011;105681;111;F;DIVORCIADO;4;C;800215;ALIMENTOS;BROCOLIS
24/05/2011;105681;111;F;DIVORCIADO;4;C;400604;PET;RACAO UMIDA PARA GATOS
24/05/2011;105681;111;F;DIVORCIADO;4;C;800252;ALIMENTOS;QUEIJO DE CABRA
25/05/2011;105868;112;F;SOLTEIRO;0;B;500504;LIMPEZA;CERA
25/05/2011;105868;112;F;SOLTEIRO;0;B;500515;LIMPEZA;REMOVEDOR
25/05/2011;105868;112;F;SOLTEIRO;0;B;800256;ALIMENTOS;SALGADINHO
25/05/2011;105868;112;F;SOLTEIRO;0;B;800221;ALIMENTOS;COPA SUINA
25/05/2011;105868;112;F;SOLTEIRO;0;B;800207;ALIMENTOS;ATUM
25/05/2011;105868;112;F;SOLTEIRO;0;B;800230;ALIMENTOS;IOGURTE
25/05/2011;105868;112;F;SOLTEIRO;0;B;500504;LIMPEZA;CERA
25/05/2011;105868;112;F;SOLTEIRO;0;B;500508;LIMPEZA;INSETICIDA
25/05/2011;105868;112;F;SOLTEIRO;0;B;500508;LIMPEZA;INSETICIDA
25/05/2011;105868;112;F;SOLTEIRO;0;B;600404;HIGIENE;ESCOVA DE DENTE
25/05/2011;105868;112;F;SOLTEIRO;0;B;800239;ALIMENTOS;MACARRAO INSTANTANEO
25/05/2011;105868;112;F;SOLTEIRO;0;B;800205;ALIMENTOS;ARROZ
25/05/2011;105868;112;F;SOLTEIRO;0;B;500520;LIMPEZA;TIRA MANCHA
25/05/2011;105868;112;F;SOLTEIRO;0;B;600412;HIGIENE;MODELADOR
25/05/2011;105868;112;F;SOLTEIRO;0;B;800234;ALIMENTOS;LEITE
26/05/2011;106055;112;F;SOLTEIRO;0;B;500519;LIMPEZA;TIRA LIMO
26/05/2011;106055;112;F;SOLTEIRO;0;B;800208;ALIMENTOS;AZEITE
26/05/2011;106055;112;F;SOLTEIRO;0;B;700304;BEBIDAS;REFRIGERANTE LIMaO
26/05/2011;106055;112;F;SOLTEIRO;0;B;800240;ALIMENTOS;MAMAO PAPAYA
26/05/2011;106055;112;F;SOLTEIRO;0;B;400603;PET;RACAO UMIDA PARA CAES
26/05/2011;106055;112;F;SOLTEIRO;0;B;800242;ALIMENTOS;MANGA
26/05/2011;106055;112;F;SOLTEIRO;0;B;500517;LIMPEZA;SABAO
26/05/2011;106055;112;F;SOLTEIRO;0;B;500513;LIMPEZA;ODORIZADOR
26/05/2011;106055;112;F;SOLTEIRO;0;B;800206;ALIMENTOS;ARROZ INTEGRAL
26/05/2011;106055;112;F;SOLTEIRO;0;B;700303;BEBIDAS;REFRIGERANTE LARANJA
26/05/2011;106055;112;F;SOLTEIRO;0;B;800225;ALIMENTOS;DOCE
26/05/2011;106055;112;F;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
26/05/2011;106055;112;F;SOLTEIRO;0;B;600403;HIGIENE;ENXAGUANTE BUCAL
27/05/2011;106242;112;F;SOLTEIRO;0;B;800229;ALIMENTOS;HAMBUGUER
27/05/2011;106242;112;F;SOLTEIRO;0;B;800239;ALIMENTOS;MACARRAO INSTANTANEO
27/05/2011;106242;112;F;SOLTEIRO;0;B;800227;ALIMENTOS;FILE DE PEIXE
27/05/2011;106242;112;F;SOLTEIRO;0;B;600411;HIGIENE;LENCO UMEDECIDO
27/05/2011;106242;112;F;SOLTEIRO;0;B;800244;ALIMENTOS;MORTADELA
27/05/2011;106242;112;F;SOLTEIRO;0;B;800233;ALIMENTOS;LATA DE MILHO
27/05/2011;106242;112;F;SOLTEIRO;0;B;800229;ALIMENTOS;HAMBUGUER
27/05/2011;106242;112;F;SOLTEIRO;0;B;500508;LIMPEZA;INSETICIDA
27/05/2011;106242;112;F;SOLTEIRO;0;B;800257;ALIMENTOS;SALGADINHOS DE MILHO
27/05/2011;106242;112;F;SOLTEIRO;0;B;600413;HIGIENE;PAPEL HIGIENICO
27/05/2011;106242;112;F;SOLTEIRO;0;B;800247;ALIMENTOS;PAO DE FORMA
28/05/2011;106429;112;F;SOLTEIRO;0;B;600405;HIGIENE;FIO DENTAL
28/05/2011;106429;112;F;SOLTEIRO;0;B;800260;ALIMENTOS;TOMATE
28/05/2011;106429;112;F;SOLTEIRO;0;B;500507;LIMPEZA;DETERGENTE
28/05/2011;106429;112;F;SOLTEIRO;0;B;500500;LIMPEZA;AGUA SANITARIA
28/05/2011;106429;112;F;SOLTEIRO;0;B;800254;ALIMENTOS;REQUEIJAO
28/05/2011;106429;112;F;SOLTEIRO;0;B;500508;LIMPEZA;INSETICIDA
28/05/2011;106429;112;F;SOLTEIRO;0;B;800249;ALIMENTOS;PATE
29/05/2011;106616;113;M;SEPARADO;0;B;600417;HIGIENE;REPELENTE
29/05/2011;106616;113;M;SEPARADO;0;B;800237;ALIMENTOS;LINGUICA
29/05/2011;106616;113;M;SEPARADO;0;B;800251;ALIMENTOS;PRESUNTO COZIDO
29/05/2011;106616;113;M;SEPARADO;0;B;800226;ALIMENTOS;FEIJAO
29/05/2011;106616;113;M;SEPARADO;0;B;800211;ALIMENTOS;BATATA
29/05/2011;106616;113;M;SEPARADO;0;B;500505;LIMPEZA;DESENGORDURANTE
29/05/2011;106616;113;M;SEPARADO;0;B;800247;ALIMENTOS;PAO DE FORMA
29/05/2011;106616;113;M;SEPARADO;0;B;800255;ALIMENTOS;RICOTA
29/05/2011;106616;113;M;SEPARADO;0;B;500507;LIMPEZA;DETERGENTE
29/05/2011;106616;113;M;SEPARADO;0;B;800210;ALIMENTOS;BANANA
29/05/2011;106616;113;M;SEPARADO;0;B;800215;ALIMENTOS;BROCOLIS
29/05/2011;106616;113;M;SEPARADO;0;B;600403;HIGIENE;ENXAGUANTE BUCAL
29/05/2011;106616;113;M;SEPARADO;0;B;800252;ALIMENTOS;QUEIJO DE CABRA
29/05/2011;106616;113;M;SEPARADO;0;B;600420;HIGIENE;TALCO
29/05/2011;106616;113;M;SEPARADO;0;B;700300;BEBIDAS;ENERGETICO
30/05/2011;106803;113;M;SEPARADO;0;B;800225;ALIMENTOS;DOCE
30/05/2011;106803;113;M;SEPARADO;0;B;800207;ALIMENTOS;ATUM
30/05/2011;106803;113;M;SEPARADO;0;B;800213;ALIMENTOS;BIFE DE COXAO MOLE
30/05/2011;106803;113;M;SEPARADO;0;B;600414;HIGIENE;PASTA DE DENTE
30/05/2011;106803;113;M;SEPARADO;0;B;800237;ALIMENTOS;LINGUICA
30/05/2011;106803;113;M;SEPARADO;0;B;800231;ALIMENTOS;KETCHUP
30/05/2011;106803;113;M;SEPARADO;0;B;700300;BEBIDAS;ENERGETICO
30/05/2011;106803;113;M;SEPARADO;0;B;800219;ALIMENTOS;CHA
30/05/2011;106803;113;M;SEPARADO;0;B;600411;HIGIENE;LENCO UMEDECIDO
30/05/2011;106803;113;M;SEPARADO;0;B;500517;LIMPEZA;SABAO
30/05/2011;106803;113;M;SEPARADO;0;B;600417;HIGIENE;REPELENTE
30/05/2011;106803;113;M;SEPARADO;0;B;500519;LIMPEZA;TIRA LIMO
30/05/2011;106803;113;M;SEPARADO;0;B;800230;ALIMENTOS;IOGURTE
31/05/2011;106990;113;M;SEPARADO;0;B;800224;ALIMENTOS;DANETTE
31/05/2011;106990;113;M;SEPARADO;0;B;800254;ALIMENTOS;REQUEIJAO
31/05/2011;106990;113;M;SEPARADO;0;B;600402;HIGIENE;CREME
31/05/2011;106990;113;M;SEPARADO;0;B;500513;LIMPEZA;ODORIZADOR
31/05/2011;106990;113;M;SEPARADO;0;B;600405;HIGIENE;FIO DENTAL
31/05/2011;106990;113;M;SEPARADO;0;B;600417;HIGIENE;REPELENTE
31/05/2011;106990;113;M;SEPARADO;0;B;800217;ALIMENTOS;CEBOLA
31/05/2011;106990;113;M;SEPARADO;0;B;800215;ALIMENTOS;BROCOLIS
31/05/2011;106990;113;M;SEPARADO;0;B;800244;ALIMENTOS;MORTADELA
31/05/2011;106990;113;M;SEPARADO;0;B;600404;HIGIENE;ESCOVA DE DENTE
31/05/2011;106990;113;M;SEPARADO;0;B;400601;PET;RACAO SECA PARA CAES
01/06/2011;107177;113;M;SEPARADO;0;B;700304;BEBIDAS;REFRIGERANTE LIMaO
01/06/2011;107177;113;M;SEPARADO;0;B;400604;PET;RACAO UMIDA PARA GATOS
01/06/2011;107177;113;M;SEPARADO;0;B;800205;ALIMENTOS;ARROZ
01/06/2011;107177;113;M;SEPARADO;0;B;700300;BEBIDAS;ENERGETICO
01/06/2011;107177;113;M;SEPARADO;0;B;800200;ALIMENTOS;ABACATE
01/06/2011;107177;113;M;SEPARADO;0;B;800219;ALIMENTOS;CHA
01/06/2011;107177;113;M;SEPARADO;0;B;800209;ALIMENTOS;AZEITONA
01/06/2011;107177;113;M;SEPARADO;0;B;500509;LIMPEZA;LIMPA VIDROS
01/06/2011;107177;113;M;SEPARADO;0;B;700302;BEBIDAS;REFRIGERANTE GUARANA
02/06/2011;107364;113;M;SEPARADO;0;B;500509;LIMPEZA;LIMPA VIDROS
02/06/2011;107364;113;M;SEPARADO;0;B;800255;ALIMENTOS;RICOTA
02/06/2011;107364;113;M;SEPARADO;0;B;400604;PET;RACAO UMIDA PARA GATOS
02/06/2011;107364;113;M;SEPARADO;0;B;400603;PET;RACAO UMIDA PARA CAES
02/06/2011;107364;113;M;SEPARADO;0;B;800259;ALIMENTOS;SNACKS
02/06/2011;107364;113;M;SEPARADO;0;B;500517;LIMPEZA;SABAO
02/06/2011;107364;113;M;SEPARADO;0;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
02/06/2011;107364;113;M;SEPARADO;0;B;800237;ALIMENTOS;LINGUICA
02/06/2011;107364;113;M;SEPARADO;0;B;900101;ACESSORIOS;MORDEDOR
02/06/2011;107364;113;M;SEPARADO;0;B;800235;ALIMENTOS;LEITE CONDENSADO
03/06/2011;107551;114;F;SEPARADO;3;B;600411;HIGIENE;LENCO UMEDECIDO
03/06/2011;107551;114;F;SEPARADO;3;B;400601;PET;RACAO SECA PARA CAES
03/06/2011;107551;114;F;SEPARADO;3;B;600411;HIGIENE;LENCO UMEDECIDO
03/06/2011;107551;114;F;SEPARADO;3;B;600416;HIGIENE;PROTETOR SOLAR
03/06/2011;107551;114;F;SEPARADO;3;B;800210;ALIMENTOS;BANANA
03/06/2011;107551;114;F;SEPARADO;3;B;800225;ALIMENTOS;DOCE
03/06/2011;107551;114;F;SEPARADO;3;B;700303;BEBIDAS;REFRIGERANTE LARANJA
03/06/2011;107551;114;F;SEPARADO;3;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
03/06/2011;107551;114;F;SEPARADO;3;B;800221;ALIMENTOS;COPA SUINA
03/06/2011;107551;114;F;SEPARADO;3;B;800235;ALIMENTOS;LEITE CONDENSADO
03/06/2011;107551;114;F;SEPARADO;3;B;800245;ALIMENTOS;OVOS
03/06/2011;107551;114;F;SEPARADO;3;B;800201;ALIMENTOS;ABACAXI
03/06/2011;107551;114;F;SEPARADO;3;B;400601;PET;RACAO SECA PARA CAES
04/06/2011;107738;114;F;SEPARADO;3;B;800202;ALIMENTOS;ACHOCOLATADO
04/06/2011;107738;114;F;SEPARADO;3;B;500507;LIMPEZA;DETERGENTE
04/06/2011;107738;114;F;SEPARADO;3;B;600402;HIGIENE;CREME
04/06/2011;107738;114;F;SEPARADO;3;B;800235;ALIMENTOS;LEITE CONDENSADO
04/06/2011;107738;114;F;SEPARADO;3;B;800228;ALIMENTOS;GRANOLA
04/06/2011;107738;114;F;SEPARADO;3;B;500507;LIMPEZA;DETERGENTE
04/06/2011;107738;114;F;SEPARADO;3;B;800237;ALIMENTOS;LINGUICA
04/06/2011;107738;114;F;SEPARADO;3;B;800256;ALIMENTOS;SALGADINHO
04/06/2011;107738;114;F;SEPARADO;3;B;800200;ALIMENTOS;ABACATE
04/06/2011;107738;114;F;SEPARADO;3;B;900101;ACESSORIOS;MORDEDOR
04/06/2011;107738;114;F;SEPARADO;3;B;800218;ALIMENTOS;CENOURA
05/06/2011;107925;114;F;SEPARADO;3;B;900100;ACESSORIOS;CHUPETA
05/06/2011;107925;114;F;SEPARADO;3;B;800250;ALIMENTOS;PRESUNTO COZIDO
05/06/2011;107925;114;F;SEPARADO;3;B;500517;LIMPEZA;SABAO
05/06/2011;107925;114;F;SEPARADO;3;B;500509;LIMPEZA;LIMPA VIDROS
05/06/2011;107925;114;F;SEPARADO;3;B;400600;PET;ALIMENTO PARA PASSARO
05/06/2011;107925;114;F;SEPARADO;3;B;800243;ALIMENTOS;MOLHO BARBECUE
05/06/2011;107925;114;F;SEPARADO;3;B;500504;LIMPEZA;CERA
05/06/2011;107925;114;F;SEPARADO;3;B;800232;ALIMENTOS;LATA DE ERVILHA
05/06/2011;107925;114;F;SEPARADO;3;B;800201;ALIMENTOS;ABACAXI
06/06/2011;108112;114;F;SEPARADO;3;B;600409;HIGIENE;HASTES FLEXIVEIS
06/06/2011;108112;114;F;SEPARADO;3;B;800212;ALIMENTOS;BATATA DOCE
06/06/2011;108112;114;F;SEPARADO;3;B;800258;ALIMENTOS;SARDINHA
06/06/2011;108112;114;F;SEPARADO;3;B;600401;HIGIENE;CONDICIONADOR
06/06/2011;108112;114;F;SEPARADO;3;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
06/06/2011;108112;114;F;SEPARADO;3;B;600404;HIGIENE;ESCOVA DE DENTE
06/06/2011;108112;114;F;SEPARADO;3;B;800226;ALIMENTOS;FEIJAO
06/06/2011;108112;114;F;SEPARADO;3;B;800225;ALIMENTOS;DOCE
06/06/2011;108112;114;F;SEPARADO;3;B;600411;HIGIENE;LENCO UMEDECIDO
06/06/2011;108112;114;F;SEPARADO;3;B;500507;LIMPEZA;DETERGENTE
06/06/2011;108112;114;F;SEPARADO;3;B;400600;PET;ALIMENTO PARA PASSARO
06/06/2011;108112;114;F;SEPARADO;3;B;500519;LIMPEZA;TIRA LIMO
06/06/2011;108112;114;F;SEPARADO;3;B;800211;ALIMENTOS;BATATA
06/06/2011;108112;114;F;SEPARADO;3;B;800219;ALIMENTOS;CHA
06/06/2011;108112;114;F;SEPARADO;3;B;800218;ALIMENTOS;CENOURA
07/06/2011;108299;114;F;SEPARADO;3;B;500519;LIMPEZA;TIRA LIMO
07/06/2011;108299;114;F;SEPARADO;3;B;800215;ALIMENTOS;BROCOLIS
07/06/2011;108299;114;F;SEPARADO;3;B;600406;HIGIENE;FIXADOR
07/06/2011;108299;114;F;SEPARADO;3;B;500519;LIMPEZA;TIRA LIMO
07/06/2011;108299;114;F;SEPARADO;3;B;800249;ALIMENTOS;PATE
07/06/2011;108299;114;F;SEPARADO;3;B;500508;LIMPEZA;INSETICIDA
07/06/2011;108299;114;F;SEPARADO;3;B;800247;ALIMENTOS;PAO DE FORMA
07/06/2011;108299;114;F;SEPARADO;3;B;800246;ALIMENTOS;PALMITO
07/06/2011;108299;114;F;SEPARADO;3;B;600401;HIGIENE;CONDICIONADOR
07/06/2011;108299;114;F;SEPARADO;3;B;800208;ALIMENTOS;AZEITE
07/06/2011;108299;114;F;SEPARADO;3;B;600410;HIGIENE;HIDRATANTE
07/06/2011;108299;114;F;SEPARADO;3;B;400601;PET;RACAO SECA PARA CAES
08/06/2011;108486;115;M;SOLTEIRO;0;B;500521;LIMPEZA;VASSOURA
08/06/2011;108486;115;M;SOLTEIRO;0;B;600403;HIGIENE;ENXAGUANTE BUCAL
08/06/2011;108486;115;M;SOLTEIRO;0;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
08/06/2011;108486;115;M;SOLTEIRO;0;B;800234;ALIMENTOS;LEITE
08/06/2011;108486;115;M;SOLTEIRO;0;B;800232;ALIMENTOS;LATA DE ERVILHA
08/06/2011;108486;115;M;SOLTEIRO;0;B;500512;LIMPEZA;LUSTRA MOVEIS
08/06/2011;108486;115;M;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
08/06/2011;108486;115;M;SOLTEIRO;0;B;800250;ALIMENTOS;PRESUNTO COZIDO
08/06/2011;108486;115;M;SOLTEIRO;0;B;800207;ALIMENTOS;ATUM
08/06/2011;108486;115;M;SOLTEIRO;0;B;600416;HIGIENE;PROTETOR SOLAR
08/06/2011;108486;115;M;SOLTEIRO;0;B;900100;ACESSORIOS;CHUPETA
09/06/2011;108673;115;M;SOLTEIRO;0;B;700304;BEBIDAS;REFRIGERANTE LIMaO
09/06/2011;108673;115;M;SOLTEIRO;0;B;500519;LIMPEZA;TIRA LIMO
09/06/2011;108673;115;M;SOLTEIRO;0;B;800234;ALIMENTOS;LEITE
09/06/2011;108673;115;M;SOLTEIRO;0;B;600419;HIGIENE;SHAMPOO
09/06/2011;108673;115;M;SOLTEIRO;0;B;800208;ALIMENTOS;AZEITE
09/06/2011;108673;115;M;SOLTEIRO;0;B;800260;ALIMENTOS;TOMATE
09/06/2011;108673;115;M;SOLTEIRO;0;B;800243;ALIMENTOS;MOLHO BARBECUE
09/06/2011;108673;115;M;SOLTEIRO;0;B;400603;PET;RACAO UMIDA PARA CAES
09/06/2011;108673;115;M;SOLTEIRO;0;B;600414;HIGIENE;PASTA DE DENTE
10/06/2011;108860;115;M;SOLTEIRO;0;B;700304;BEBIDAS;REFRIGERANTE LIMaO
10/06/2011;108860;115;M;SOLTEIRO;0;B;800252;ALIMENTOS;QUEIJO DE CABRA
10/06/2011;108860;115;M;SOLTEIRO;0;B;800239;ALIMENTOS;MACARRAO INSTANTANEO
10/06/2011;108860;115;M;SOLTEIRO;0;B;500511;LIMPEZA;LIMPADOR PERFUMADO
10/06/2011;108860;115;M;SOLTEIRO;0;B;400603;PET;RACAO UMIDA PARA CAES
10/06/2011;108860;115;M;SOLTEIRO;0;B;600409;HIGIENE;HASTES FLEXIVEIS
10/06/2011;108860;115;M;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
10/06/2011;108860;115;M;SOLTEIRO;0;B;500504;LIMPEZA;CERA
10/06/2011;108860;115;M;SOLTEIRO;0;B;500500;LIMPEZA;AGUA SANITARIA
10/06/2011;108860;115;M;SOLTEIRO;0;B;500520;LIMPEZA;TIRA MANCHA
10/06/2011;108860;115;M;SOLTEIRO;0;B;400603;PET;RACAO UMIDA PARA CAES
10/06/2011;108860;115;M;SOLTEIRO;0;B;800229;ALIMENTOS;HAMBUGUER
10/06/2011;108860;115;M;SOLTEIRO;0;B;800207;ALIMENTOS;ATUM
10/06/2011;108860;115;M;SOLTEIRO;0;B;800222;ALIMENTOS;CORACAO DE FRANGO
10/06/2011;108860;115;M;SOLTEIRO;0;B;600417;HIGIENE;REPELENTE
11/06/2011;109047;115;M;SOLTEIRO;0;B;500515;LIMPEZA;REMOVEDOR
11/06/2011;109047;115;M;SOLTEIRO;0;B;800211;ALIMENTOS;BATATA
11/06/2011;109047;115;M;SOLTEIRO;0;B;600420;HIGIENE;TALCO
11/06/2011;109047;115;M;SOLTEIRO;0;B;800221;ALIMENTOS;COPA SUINA
11/06/2011;109047;115;M;SOLTEIRO;0;B;600400;HIGIENE;ABSORVENTE
11/06/2011;109047;115;M;SOLTEIRO;0;B;500506;LIMPEZA;DESINFETANTE
11/06/2011;109047;115;M;SOLTEIRO;0;B;500517;LIMPEZA;SABAO
11/06/2011;109047;115;M;SOLTEIRO;0;B;600412;HIGIENE;MODELADOR
11/06/2011;109047;115;M;SOLTEIRO;0;B;800246;ALIMENTOS;PALMITO
11/06/2011;109047;115;M;SOLTEIRO;0;B;800239;ALIMENTOS;MACARRAO INSTANTANEO
11/06/2011;109047;115;M;SOLTEIRO;0;B;800209;ALIMENTOS;AZEITONA
11/06/2011;109047;115;M;SOLTEIRO;0;B;800227;ALIMENTOS;FILE DE PEIXE
11/06/2011;109047;115;M;SOLTEIRO;0;B;800209;ALIMENTOS;AZEITONA
12/06/2011;109234;115;M;SOLTEIRO;0;B;500519;LIMPEZA;TIRA LIMO
12/06/2011;109234;115;M;SOLTEIRO;0;B;500505;LIMPEZA;DESENGORDURANTE
12/06/2011;109234;115;M;SOLTEIRO;0;B;800256;ALIMENTOS;SALGADINHO
12/06/2011;109234;115;M;SOLTEIRO;0;B;700305;BEBIDAS;REFRIGERANTE OUTROS
13/06/2011;109421;116;F;SOLTEIRO;0;B;800214;ALIMENTOS;BISCOITO
13/06/2011;109421;116;F;SOLTEIRO;0;B;800252;ALIMENTOS;QUEIJO DE CABRA
13/06/2011;109421;116;F;SOLTEIRO;0;B;800246;ALIMENTOS;PALMITO
13/06/2011;109421;116;F;SOLTEIRO;0;B;800217;ALIMENTOS;CEBOLA
13/06/2011;109421;116;F;SOLTEIRO;0;B;600408;HIGIENE;GEL
13/06/2011;109421;116;F;SOLTEIRO;0;B;800224;ALIMENTOS;DANETTE
13/06/2011;109421;116;F;SOLTEIRO;0;B;800228;ALIMENTOS;GRANOLA
13/06/2011;109421;116;F;SOLTEIRO;0;B;800224;ALIMENTOS;DANETTE
13/06/2011;109421;116;F;SOLTEIRO;0;B;800208;ALIMENTOS;AZEITE
